Date,Visiting,Home,Initial Call,Challenging Team,Result,Placeholder,Outcome,Period,Time,Link
11/18/22,CHA,CLE,Defensive Foul,CHA,Challenge,,Won,4,04:09.0,https://videos.nba.com/nba/official-replay/media/trigger16_chacle_1_111822_approved_1280x720.mp4
11/18/22,IND,HOU,Defensive Foul,HOU,Challenge,,Lost,4,08:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_indhou_1_111822_approved_1280x720.mp4
11/18/22,ORL,CHI,Offensive Foul,ORL,Challenge,,Lost,4,00:51.3,https://videos.nba.com/nba/official-replay/media/trigger16_orlchi_1_111822_approved_1280x720.mp4
11/18/22,IND,HOU,Defensive Foul,IND,Challenge,,Lost,4,04:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_indhou_2_111822_approved_1280x720.mp4
11/18/22,DET,LAL,Defensive Foul,DET,Challenge,,Lost,1,07:12.0,https://videos.nba.com/nba/official-replay/media/trigger16_detlal_1_111822_approved_1280x720.mp4
11/18/22,NYK,GSW,Defensive Foul,GSW,Challenge,,Won,4,07:40.0,https://videos.nba.com/nba/official-replay/media/trigger16_nykgsw_1_111822_approved_1280x720.mp4
11/19/22,TOR,ATL,Defensive Foul,TOR,Challenge,,Lost,3,03:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_toratl_1_111922_approved_1280x720.mp4
11/19/22,TOR,ATL,Defensive Foul,ATL,Challenge,,Won,3,00:46.2,https://videos.nba.com/nba/official-replay/media/trigger16_toratl_2_111922_approved_1280x720.mp4
11/19/22,MIN,PHI,Defensive Foul,PHI,Challenge,,Won,3,01:02.0,https://videos.nba.com/nba/official-replay/media/trigger16_minphi_1_111922_approved_1280x720.mp4
11/19/22,UTA,POR,Defensive Foul,POR,Challenge,,Won,4,02:41.0,https://videos.nba.com/nba/official-replay/media/trigger16_utapor_1_111922_approved_1280x720.mp4
11/20/22,DET,SAC,Loose Ball Foul,SAC,Challenge,,Won,2,04:56.0,https://videos.nba.com/nba/official-replay/media/trigger16_detsac_1_112022_approved_1280x720.mp4
11/20/22,GSW,HOU,Defensive Foul,GSW,Challenge,,Lost,4,04:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_gswhou_1_112022_approved_1280x720.mp4
11/21/22,ORL,IND,Defensive Foul,IND,Challenge,,Won,3,08:55.0,https://videos.nba.com/nba/official-replay/media/trigger16_orlind_1_112122_approved_1280x720.mp4
11/21/22,MIA,MIN,Offensive Foul,MIN,Challenge,,Lost,3,09:27.0,https://videos.nba.com/nba/official-replay/media/trigger16_miamin_1_112122_approved_1280x720.mp4
11/21/22,BOS,CHI,Away Team Possession,CHI,Challenge,,Won,4,02:19.0,https://videos.nba.com/nba/official-replay/media/trigger17_boschi_1_112122_approved_1280x720.mp4
11/21/22,MIA,MIN,Defensive Foul,MIA,Challenge,,Won,4,03:21.0,https://videos.nba.com/nba/official-replay/media/trigger16_miamin_2_112122_approved_1280x720.mp4
11/21/22,UTA,LAC,Defensive Foul,LAC,Challenge,,Won,4,00:56.3,https://videos.nba.com/nba/official-replay/media/trigger16_utalac_1_112122_approved_1280x720.mp4
11/22/22,BKN,PHI,Defensive Foul,PHI,Challenge,,Won,3,04:29.0,https://videos.nba.com/nba/official-replay/media/trigger16_bknphi_1_112222_approved_1280x720.mp4
11/22/22,DET,DEN,Offensive Foul,DEN,Challenge,,Lost,1,06:06.0,https://videos.nba.com/nba/official-replay/media/trigger16_detden_1_112222_approved_1280x720.mp4
11/22/22,DET,DEN,Defensive Foul,DET,Challenge,,Lost,2,00:07.9,https://videos.nba.com/nba/official-replay/media/trigger16_detden_2_112222_approved_1280x720.mp4
11/22/22,LAL,PHX,Defensive Foul,PHX,Challenge,,Lost,4,00:43.7,https://videos.nba.com/nba/official-replay/media/trigger16_lalphx_1_112222_approved_1280x720.mp4
11/23/22,PHI,CHA,Defensive Foul,CHA,Challenge,,Lost,1,05:48.0,https://videos.nba.com/nba/official-replay/media/trigger16_phicha_1_112322_approved_1280x720.mp4
11/23/22,MIN,IND,Defensive Foul,IND,Challenge,,Lost,2,05:11.0,https://videos.nba.com/nba/official-replay/media/trigger16_minind_1_112322_approved_1280x720.mp4
11/23/22,BKN,TOR,Offensive Foul,TOR,Challenge,,Lost,2,05:36.0,https://videos.nba.com/nba/official-replay/media/trigger16_bkntor_1_112322_approved_1280x720.mp4
11/23/22,DAL,BOS,Defensive Foul,DAL,Challenge,,Lost,2,04:01.0,https://videos.nba.com/nba/official-replay/media/trigger16_dalbos_1_112322_approved_1280x720.mp4
11/23/22,MIN,IND,Home Team Possession,MIN,Challenge,,Won,4,03:58.0,https://videos.nba.com/nba/official-replay/media/trigger17_minind_1_112322_approved_1280x720.mp4
11/23/22,BKN,TOR,Defensive Foul,BKN,Challenge,,Lost,4,08:42.0,https://videos.nba.com/nba/official-replay/media/trigger16_bkntor_2_112322_approved_1280x720.mp4
11/23/22,WAS,MIA,Defensive Foul,MIA,Challenge,,Won,4,01:16.0,https://videos.nba.com/nba/official-replay/media/trigger16_wasmia_1_112322_approved_1280x720.mp4
11/23/22,DEN,OKC,Defensive Foul,OKC,Challenge,,Won,4,11:07.0,https://videos.nba.com/nba/official-replay/media/trigger16_denokc_1_112322_approved_1280x720.mp4
11/23/22,LAC,GSW,Defensive Foul,LAC,Challenge,,Lost,2,07:26.0,https://videos.nba.com/nba/official-replay/media/trigger16_lacgsw_1_112322_approved_1280x720.mp4
11/25/22,MIN,CHA,Defensive Foul,MIN,Challenge,,Lost,4,01:11.0,https://videos.nba.com/nba/official-replay/media/trigger16_mincha_1_112522_approved_1280x720.mp4
11/25/22,NOP,MEM,Defensive Foul,MEM,Challenge,,Won,1,09:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_nopmem_1_112522_approved_1280x720.mp4
11/25/22,ATL,HOU,Defensive Foul,HOU,Challenge,,Won,2,06:56.0,https://videos.nba.com/nba/official-replay/media/trigger16_atlhou_1_112522_approved_1280x720.mp4
11/25/22,WAS,MIA,Offensive Foul,WAS,Challenge,,Won,3,01:21.0,https://videos.nba.com/nba/official-replay/media/trigger16_wasmia_1_112522_approved_1280x720.mp4
11/25/22,POR,NYK,Defensive Foul,POR,Challenge,,Lost,4,01:11.0,https://videos.nba.com/nba/official-replay/media/trigger16_pornyk_1_112522_approved_1280x720.mp4
11/25/22,POR,NYK,Defensive Foul,NYK,Challenge,,Lost,4,00:09.6,https://videos.nba.com/nba/official-replay/media/trigger16_pornyk_2_112522_approved_1280x720.mp4
11/25/22,ATL,HOU,Offensive Foul,ATL,Challenge,,Won,4,09:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_atlhou_2_112522_approved_1280x720.mp4
11/25/22,CHI,OKC,Defensive Foul,CHI,Challenge,,Lost,5,00:27.6,https://videos.nba.com/nba/official-replay/media/trigger16_chiokc_1_112522_approved_1280x720.mp4
11/25/22,UTA,GSW,Defensive Foul,UTA,Challenge,,Won,4,02:06.0,https://videos.nba.com/nba/official-replay/media/trigger16_utagsw_1_112522_approved_1280x720.mp4
11/25/22,UTA,GSW,Defensive Foul,GSW,Challenge,,Lost,4,01:29.0,https://videos.nba.com/nba/official-replay/media/trigger16_utagsw_2_112522_approved_1280x720.mp4
11/26/22,OKC,HOU,Defensive Foul,OKC,Challenge,,Won,3,00:09.6,https://videos.nba.com/nba/official-replay/media/trigger16_okchou_1_112622_approved_1280x720.mp4
11/26/22,UTA,PHX,Away Team Possession,PHX,Challenge,,Lost,4,05:41.0,https://videos.nba.com/nba/official-replay/media/trigger17_utaphx_1_112622_approved_1280x720.mp4
11/27/22,GSW,MIN,Defensive Foul,MIN,Challenge,,Won,2,02:03.0,https://videos.nba.com/nba/official-replay/media/trigger16_gswmin_1_112722_approved_1280x720.mp4
11/27/22,IND,LAC,Offensive Foul,LAC,Challenge,,Lost,4,09:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_indlac_1_112722_approved_1280x720.mp4
11/27/22,WAS,BOS,Offensive Foul,WAS,Challenge,,Won,1,04:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_wasbos_1_112722_approved_1280x720.mp4
11/27/22,PHI,ORL,Defensive Foul,ORL,Challenge,,Won,3,06:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_phiorl_1_112722_approved_1280x720.mp4
11/27/22,MEM,NYK,Defensive Foul,NYK,Challenge,,Won,4,05:03.0,https://videos.nba.com/nba/official-replay/media/trigger16_memnyk_1_112722_approved_1280x720.mp4
11/27/22,MEM,NYK,Defensive Foul,MEM,Challenge,,Lost,4,00:26.2,https://videos.nba.com/nba/official-replay/media/trigger16_memnyk_2_112722_approved_1280x720.mp4
11/28/22,ORL,BKN,Defensive Foul,BKN,Challenge,,Lost,4,10:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_orlbkn_1_112822_approved_1280x720.mp4
11/28/22,OKC,NOP,Goaltending,NOP,Challenge,,Won,4,10:28.0,https://videos.nba.com/nba/official-replay/media/trigger18_okcnop_1_112822_approved_1280x720.mp4
11/28/22,HOU,DEN,Offensive Foul,DEN,Challenge,,Won,2,01:43.0,https://videos.nba.com/nba/official-replay/media/trigger16_houden_1_112822_approved_1280x720.mp4
11/28/22,OKC,NOP,Goaltending,OKC,Challenge,,Won,4,04:08.0,https://videos.nba.com/nba/official-replay/media/trigger18_okcnop_2_112822_approved_1280x720.mp4
11/28/22,CHI,UTA,Defensive Foul,UTA,Challenge,,Lost,4,06:59.0,https://videos.nba.com/nba/official-replay/media/trigger16_chiuta_1_112822_approved_1280x720.mp4
11/28/22,PHX,SAC,Defensive Foul,SAC,Challenge,,Lost,4,01:48.0,https://videos.nba.com/nba/official-replay/media/trigger16_phxsac_1_112822_approved_1280x720.mp4
11/30/22,MIL,NYK,Defensive Foul,MIL,Challenge,,Lost,4,01:00.0,https://videos.nba.com/nba/official-replay/media/trigger16_milnyk_1_113022_approved_1280x720.mp4
11/30/22,HOU,DEN,Loose Ball Foul,DEN,Challenge,,Won,2,06:53.0,https://videos.nba.com/nba/official-replay/media/trigger16_houden_1_113022_approved_1280x720.mp4
11/30/22,SAS,OKC,Away Team Possession,OKC,Challenge,,Won,4,09:45.0,https://videos.nba.com/nba/official-replay/media/trigger17_sasokc_1_113022_approved_1280x720.mp4
11/30/22,SAS,OKC,Home Team Possession,SAS,Challenge,,Won,4,05:46.0,https://videos.nba.com/nba/official-replay/media/trigger17_sasokc_2_113022_approved_1280x720.mp4
11/30/22,CHI,PHX,Defensive Foul,CHI,Challenge,,Lost,3,02:13.0,https://videos.nba.com/nba/official-replay/media/trigger16_chiphx_1_113022_approved_1280x720.mp4
11/30/22,CHI,PHX,Defensive Foul,PHX,Challenge,,Won,4,09:06.0,https://videos.nba.com/nba/official-replay/media/trigger16_chiphx_2_113022_approved_1280x720.mp4
11/30/22,IND,SAC,Defensive Foul,SAC,Challenge,,Won,2,02:56.0,https://videos.nba.com/nba/official-replay/media/trigger16_indsac_1_113022_approved_1280x720.mp4
11/30/22,POR,LAL,Defensive Foul,LAL,Challenge,,Won,4,03:59.0,https://videos.nba.com/nba/official-replay/media/trigger16_porlal_1_113022_approved_1280x720.mp4
12/1/22,DAL,DET,Defensive Foul,DET,Challenge,,Lost,3,01:03.0,https://videos.nba.com/nba/official-replay/media/trigger16_daldet_1_120122_approved_1280x720.mp4
12/1/22,DAL,DET,Defensive Foul,DAL,Challenge,,Won,4,09:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_daldet_2_120122_approved_1280x720.mp4
12/2/22,WAS,CHA,Defensive Foul,WAS,Challenge,,Won,3,10:20.0,https://videos.nba.com/nba/official-replay/media/trigger16_wascha_1_120222_approved_1280x720.mp4
12/2/22,TOR,BKN,Defensive Foul,TOR,Challenge,,Lost,2,07:48.0,https://videos.nba.com/nba/official-replay/media/trigger16_torbkn_1_120222_approved_1280x720.mp4
12/2/22,MIA,BOS,Offensive Foul,BOS,Challenge,,Won,4,09:31.0,https://videos.nba.com/nba/official-replay/media/trigger16_miabos_1_120222_approved_1280x720.mp4
12/2/22,MIA,BOS,Offensive Foul,MIA,Challenge,,Lost,4,05:30.0,https://videos.nba.com/nba/official-replay/media/trigger16_miabos_2_120222_approved_1280x720.mp4
12/2/22,NOP,SAS,Defensive Foul,SAS,Challenge,,Lost,4,07:32.0,https://videos.nba.com/nba/official-replay/media/trigger16_nopsas_1_120222_approved_1280x720.mp4
12/2/22,HOU,PHX,Offensive Foul,HOU,Challenge,,Lost,4,02:41.0,https://videos.nba.com/nba/official-replay/media/trigger16_houphx_1_120222_approved_1280x720.mp4
12/2/22,HOU,PHX,Defensive Foul,PHX,Challenge,,Lost,4,01:33.0,https://videos.nba.com/nba/official-replay/media/trigger16_houphx_2_120222_approved_1280x720.mp4
12/2/22,CHI,GSW,Defensive Foul,GSW,Challenge,,Won,4,01:19.0,https://videos.nba.com/nba/official-replay/media/trigger16_chigsw_1_120222_approved_1280x720.mp4
12/3/22,SAC,LAC,Loose Ball Foul,SAC,Challenge,,Lost,2,03:16.0,https://videos.nba.com/nba/official-replay/media/trigger16_saclac_1_120322_approved_1280x720.mp4
12/3/22,MIL,CHA,Defensive Foul,MIL,Challenge,,Lost,4,01:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_milcha_1_120322_approved_1280x720.mp4
12/3/22,ORL,TOR,Defensive Foul,TOR,Challenge,,Lost,2,00:33.4,https://videos.nba.com/nba/official-replay/media/trigger16_orltor_1_120322_approved_1280x720.mp4
12/3/22,OKC,MIN,Offensive Foul,MIN,Challenge,,Lost,4,05:20.0,https://videos.nba.com/nba/official-replay/media/trigger16_okcmin_1_120322_approved_1280x720.mp4
12/3/22,OKC,MIN,Defensive Foul,OKC,Challenge,,Lost,4,01:16.0,https://videos.nba.com/nba/official-replay/media/trigger16_okcmin_2_120322_approved_1280x720.mp4
12/4/22,CLE,NYK,Defensive Foul,CLE,Challenge,,Lost,4,08:54.0,https://videos.nba.com/nba/official-replay/media/trigger16_clenyk_1_120422_approved_1280x720.mp4
12/4/22,LAL,WAS,Defensive Foul,WAS,Challenge,,Won,4,07:39.0,https://videos.nba.com/nba/official-replay/media/trigger16_lalwas_1_120422_approved_1280x720.mp4
12/4/22,CLE,NYK,Away Team Possession,NYK,Challenge,,Lost,4,04:58.0,https://videos.nba.com/nba/official-replay/media/trigger17_clenyk_1_120422_approved_1280x720.mp4
12/5/22,LAC,CHA,Defensive Foul,CHA,Challenge,,Lost,3,04:01.0,https://videos.nba.com/nba/official-replay/media/trigger16_laccha_1_120522_approved_1280x720.mp4
12/5/22,OKC,ATL,Defensive Foul,OKC,Challenge,,Lost,4,00:30.6,https://videos.nba.com/nba/official-replay/media/trigger16_okcatl_1_120522_approved_1280x720.mp4
12/5/22,MIA,MEM,Defensive Foul,MIA,Challenge,,Won,4,03:23.0,https://videos.nba.com/nba/official-replay/media/trigger16_miamem_1_120522_approved_1280x720.mp4
12/5/22,PHI,HOU,Defensive Foul,PHI,Challenge,,Lost,5,00:02.4,https://videos.nba.com/nba/official-replay/media/trigger16_phihou_1_120522_approved_1280x720.mp4
12/5/22,IND,GSW,Defensive Foul,GSW,Challenge,,Lost,3,00:15.1,https://videos.nba.com/nba/official-replay/media/trigger16_indgsw_1_120522_approved_1280x720.mp4
12/7/22,LAL,TOR,Defensive Foul,TOR,Challenge,,Won,2,03:43.0,https://videos.nba.com/nba/official-replay/media/trigger16_laltor_1_120722_approved_1280x720.mp4
12/7/22,LAC,ORL,Offensive Foul,LAC,Challenge,,Won,4,03:22.0,https://videos.nba.com/nba/official-replay/media/trigger16_lacorl_1_120722_approved_1280x720.mp4
12/7/22,LAC,ORL,Away Team Possession,ORL,Challenge,,Won,5,02:06.0,https://videos.nba.com/nba/official-replay/media/trigger17_lacorl_1_120722_approved_1280x720.mp4
12/7/22,CHA,BKN,Defensive Foul,CHA,Challenge,,Lost,4,00:44.3,https://videos.nba.com/nba/official-replay/media/trigger16_chabkn_1_120722_approved_1280x720.mp4
12/7/22,CHA,BKN,Away Team Possession,BKN,Challenge,,Won,4,00:12.9,https://videos.nba.com/nba/official-replay/media/trigger17_chabkn_1_120722_approved_1280x720.mp4
12/7/22,DET,NOP,Defensive Foul,DET,Challenge,,Won,4,11:05.0,https://videos.nba.com/nba/official-replay/media/trigger16_detnop_1_120722_approved_1280x720.mp4
12/8/22,LAC,MIA,Away Team Possession,MIA,Challenge,,Won,4,00:42.1,https://videos.nba.com/nba/official-replay/media/trigger17_lacmia_1_120822_approved_1280x720.mp4
12/8/22,HOU,SAS,Offensive Foul,HOU,Challenge,,Lost,3,06:45.0,https://videos.nba.com/nba/official-replay/media/trigger16_housas_1_120822_approved_1280x720.mp4
12/8/22,HOU,SAS,Defensive Foul,SAS,Challenge,,Lost,4,03:06.0,https://videos.nba.com/nba/official-replay/media/trigger16_housas_2_120822_approved_1280x720.mp4
12/9/22,NYK,CHA,Defensive Foul,NYK,Challenge,,Won,3,04:53.0,https://videos.nba.com/nba/official-replay/media/trigger16_nykcha_1_120922_approved_1280x720.mp4
12/9/22,TOR,ORL,Offensive Foul,TOR,Challenge,,Lost,4,01:14.0,https://videos.nba.com/nba/official-replay/media/trigger16_tororl_1_120922_approved_1280x720.mp4
12/9/22,ATL,BKN,Defensive Foul,ATL,Challenge,,Won,4,01:46.0,https://videos.nba.com/nba/official-replay/media/trigger16_atlbkn_1_120922_approved_1280x720.mp4
12/9/22,LAL,PHI,Away Team Possession,PHI,Challenge,,Won,4,01:53.0,https://videos.nba.com/nba/official-replay/media/trigger17_lalphi_1_120922_approved_1280x720.mp4
12/9/22,LAL,PHI,Defensive Foul,LAL,Challenge,,Lost,5,03:30.0,https://videos.nba.com/nba/official-replay/media/trigger16_lalphi_1_120922_approved_1280x720.mp4
12/9/22,MIL,DAL,Defensive Foul,DAL,Challenge,,Won,2,06:57.0,https://videos.nba.com/nba/official-replay/media/trigger16_mildal_1_120922_approved_1280x720.mp4
12/9/22,MIL,DAL,Defensive Foul,MIL,Challenge,,Lost,4,02:55.0,https://videos.nba.com/nba/official-replay/media/trigger16_mildal_2_120922_approved_1280x720.mp4
12/10/22,LAC,WAS,Defensive Foul,WAS,Challenge,,Won,3,04:09.0,https://videos.nba.com/nba/official-replay/media/trigger16_lacwas_1_121022_approved_1280x720.mp4
12/10/22,OKC,CLE,Defensive Foul,OKC,Challenge,,Lost,4,01:04.0,https://videos.nba.com/nba/official-replay/media/trigger16_okccle_1_121022_approved_1280x720.mp4
12/10/22,UTA,DEN,Offensive Foul,UTA,Challenge,,Won,3,02:29.0,https://videos.nba.com/nba/official-replay/media/trigger16_utaden_1_121022_approved_1280x720.mp4
12/10/22,UTA,DEN,Defensive Foul,DEN,Challenge,,Won,4,02:20.0,https://videos.nba.com/nba/official-replay/media/trigger16_utaden_2_121022_approved_1280x720.mp4
12/10/22,MIN,POR,Offensive Foul,MIN,Challenge,,Lost,4,00:42.3,https://videos.nba.com/nba/official-replay/media/trigger16_minpor_1_121022_approved_1280x720.mp4
12/11/22,PHX,NOP,Defensive Foul,PHX,Challenge,,Won,4,05:14.0,https://videos.nba.com/nba/official-replay/media/trigger16_phxnop_1_121122_approved_1280x720.mp4
12/11/22,PHX,NOP,Defensive Foul,NOP,Challenge,,Won,5,02:52.0,https://videos.nba.com/nba/official-replay/media/trigger16_phxnop_2_121122_approved_1280x720.mp4
12/11/22,TOR,ORL,Offensive Foul,TOR,Challenge,,Lost,2,09:39.0,https://videos.nba.com/nba/official-replay/media/trigger16_tororl_1_121122_approved_1280x720.mp4
12/11/22,TOR,ORL,Offensive Foul,ORL,Challenge,,Won,2,09:23.0,https://videos.nba.com/nba/official-replay/media/trigger16_tororl_2_121122_approved_1280x720.mp4
12/11/22,SAC,NYK,Defensive Foul,SAC,Challenge,,Lost,4,09:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_sacnyk_1_121122_approved_1280x720.mp4
12/11/22,CHI,ATL,Defensive Foul,CHI,Challenge,,Won,4,00:08.7,https://videos.nba.com/nba/official-replay/media/trigger16_chiatl_1_121122_approved_1280x720.mp4
12/12/22,MIA,IND,Defensive Foul,IND,Challenge,,Won,3,09:25.0,https://videos.nba.com/nba/official-replay/media/trigger16_miaind_1_121222_approved_1280x720.mp4
12/12/22,OKC,DAL,Offensive Foul,OKC,Challenge,,Lost,4,09:13.0,https://videos.nba.com/nba/official-replay/media/trigger16_okcdal_1_121222_approved_1280x720.mp4
12/12/22,OKC,DAL,Goaltending,DAL,Challenge,,Won,4,08:22.0,https://videos.nba.com/nba/official-replay/media/trigger18_okcdal_1_121222_approved_1280x720.mp4
12/12/22,CLE,SAS,Home Team Possession,CLE,Challenge,,Won,4,01:04.0,https://videos.nba.com/nba/official-replay/media/trigger17_clesas_1_121222_approved_1280x720.mp4
12/12/22,BOS,LAC,Defensive Foul,LAC,Challenge,,Won,2,01:34.0,https://videos.nba.com/nba/official-replay/media/trigger16_boslac_1_121222_approved_1280x720.mp4
12/13/22,SAC,PHI,Defensive Foul,SAC,Challenge,,Won,3,04:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_sacphi_1_121322_approved_1280x720.mp4
12/13/22,SAC,PHI,Offensive Foul,PHI,Challenge,,Won,3,01:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_sacphi_2_121322_approved_1280x720.mp4
12/13/22,GSW,MIL,Defensive Foul,GSW,Challenge,,Lost,3,06:30.0,https://videos.nba.com/nba/official-replay/media/trigger16_gswmil_1_121322_approved_1280x720.mp4
12/13/22,PHX,HOU,Defensive Foul,HOU,Challenge,,Won,2,01:07.0,https://videos.nba.com/nba/official-replay/media/trigger16_phxhou_1_121322_approved_1280x720.mp4
12/14/22,SAC,TOR,Defensive Foul,TOR,Challenge,,Won,1,01:21.0,https://videos.nba.com/nba/official-replay/media/trigger16_sactor_1_121422_approved_1280x720.mp4
12/14/22,ATL,ORL,Defensive Foul,ATL,Challenge,,Won,4,08:36.0,https://videos.nba.com/nba/official-replay/media/trigger16_atlorl_1_121422_approved_1280x720.mp4
12/14/22,GSW,IND,Offensive Foul,IND,Challenge,,Won,4,01:07.0,https://videos.nba.com/nba/official-replay/media/trigger16_gswind_1_121422_approved_1280x720.mp4
12/14/22,NYK,CHI,Defensive Foul,NYK,Challenge,,Lost,4,11:31.0,https://videos.nba.com/nba/official-replay/media/trigger16_nykchi_1_121422_approved_1280x720.mp4
12/14/22,SAC,TOR,Home Team Possession,SAC,Challenge,,Lost,4,03:18.0,https://videos.nba.com/nba/official-replay/media/trigger17_sactor_1_121422_approved_1280x720.mp4
12/14/22,NYK,CHI,Defensive Foul,CHI,Challenge,,Won,4,01:30.0,https://videos.nba.com/nba/official-replay/media/trigger16_nykchi_2_121422_approved_1280x720.mp4
12/14/22,MIA,OKC,Home Team Possession,MIA,Challenge,,Won,4,00:55.1,https://videos.nba.com/nba/official-replay/media/trigger17_miaokc_1_121422_approved_1280x720.mp4
12/14/22,CLE,DAL,Defensive Foul,DAL,Challenge,,Lost,3,00:02.2,https://videos.nba.com/nba/official-replay/media/trigger16_cledal_1_121422_approved_1280x720.mp4
12/14/22,MIN,LAC,Defensive Foul,MIN,Challenge,,Lost,4,03:17.0,https://videos.nba.com/nba/official-replay/media/trigger16_minlac_1_121422_approved_1280x720.mp4
12/15/22,MIA,HOU,Defensive Foul,HOU,Challenge,,Won,4,02:32.0,https://videos.nba.com/nba/official-replay/media/trigger16_miahou_1_121522_approved_1280x720.mp4
12/15/22,NOP,UTA,Loose Ball Foul,UTA,Challenge,,Won,5,03:13.0,https://videos.nba.com/nba/official-replay/media/trigger16_noputa_1_121522_approved_1280x720.mp4
12/15/22,NOP,UTA,Defensive Foul,NOP,Challenge,,Lost,5,00:34.3,https://videos.nba.com/nba/official-replay/media/trigger16_noputa_2_121522_approved_1280x720.mp4
12/16/22,MIN,OKC,Defensive Foul,OKC,Challenge,,Lost,2,03:14.0,https://videos.nba.com/nba/official-replay/media/trigger16_minokc_1_121622_approved_1280x720.mp4
12/16/22,DEN,LAL,Defensive Foul,LAL,Challenge,,Won,4,08:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_denlal_1_121622_approved_1280x720.mp4
12/17/22,DAL,CLE,Loose Ball Foul,DAL,Challenge,,Won,4,05:49.0,https://videos.nba.com/nba/official-replay/media/trigger16_dalcle_1_121722_approved_1280x720.mp4
12/17/22,DAL,CLE,Defensive Foul,CLE,Challenge,,Won,4,04:26.0,https://videos.nba.com/nba/official-replay/media/trigger16_dalcle_2_121722_approved_1280x720.mp4
12/18/22,ORL,BOS,Away Team Possession,BOS,Challenge,,Won,3,05:23.0,https://videos.nba.com/nba/official-replay/media/trigger17_orlbos_1_121822_approved_1280x720.mp4
12/18/22,NYK,IND,Defensive Foul,IND,Challenge,,Lost,4,00:45.6,https://videos.nba.com/nba/official-replay/media/trigger16_nykind_1_121822_approved_1280x720.mp4
12/18/22,BKN,DET,Defensive Foul,DET,Challenge,,Lost,4,00:29.3,https://videos.nba.com/nba/official-replay/media/trigger16_bkndet_1_121822_approved_1280x720.mp4
12/19/22,TOR,PHI,Defensive Foul,TOR,Challenge,,Won,5,01:31.0,https://videos.nba.com/nba/official-replay/media/trigger16_torphi_1_121922_approved_1280x720.mp4
12/19/22,MIL,NOP,Defensive Foul,NOP,Challenge,,Won,3,06:44.0,https://videos.nba.com/nba/official-replay/media/trigger16_milnop_1_121922_approved_1280x720.mp4
12/19/22,TOR,PHI,Away Team Possession,PHI,Challenge,,Lost,5,00:12.2,https://videos.nba.com/nba/official-replay/media/trigger17_torphi_1_121922_approved_1280x720.mp4
12/19/22,ORL,ATL,Defensive Foul,ATL,Challenge,,Won,4,02:54.0,https://videos.nba.com/nba/official-replay/media/trigger16_orlatl_1_121922_approved_1280x720.mp4
12/19/22,SAS,HOU,Offensive Foul,HOU,Challenge,,Won,4,07:00.0,https://videos.nba.com/nba/official-replay/media/trigger16_sashou_1_121922_approved_1280x720.mp4
12/19/22,POR,OKC,Defensive Foul,POR,Challenge,,Lost,4,00:17.4,https://videos.nba.com/nba/official-replay/media/trigger16_porokc_1_121922_approved_1280x720.mp4
12/19/22,CHA,SAC,Away Team Possession,SAC,Challenge,,Won,4,01:48.0,https://videos.nba.com/nba/official-replay/media/trigger17_chasac_1_121922_approved_1280x720.mp4
12/19/22,CHA,SAC,Defensive Foul,CHA,Challenge,,Lost,4,00:35.7,https://videos.nba.com/nba/official-replay/media/trigger16_chasac_1_121922_approved_1280x720.mp4
12/21/22,TOR,NYK,Defensive Foul,TOR,Challenge,,Lost,2,06:21.0,https://videos.nba.com/nba/official-replay/media/trigger16_tornyk_1_122122_approved_1280x720.mp4
12/21/22,MIL,CLE,Defensive Foul,CLE,Challenge,,Won,3,04:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_milcle_1_122122_approved_1280x720.mp4
12/21/22,MIL,CLE,Defensive Foul,MIL,Challenge,,Lost,3,02:00.0,https://videos.nba.com/nba/official-replay/media/trigger16_milcle_2_122122_approved_1280x720.mp4
12/21/22,TOR,NYK,Defensive Foul,NYK,Challenge,,Won,3,03:38.0,https://videos.nba.com/nba/official-replay/media/trigger16_tornyk_2_122122_approved_1280x720.mp4
12/21/22,DAL,MIN,Defensive Foul,MIN,Challenge,,Lost,3,07:05.0,https://videos.nba.com/nba/official-replay/media/trigger16_dalmin_1_122122_approved_1280x720.mp4
12/21/22,IND,BOS,Defensive Foul,IND,Challenge,,Lost,4,06:51.0,https://videos.nba.com/nba/official-replay/media/trigger16_indbos_1_122122_approved_1280x720.mp4
12/21/22,CHI,ATL,Defensive Foul,CHI,Challenge,,Won,4,03:18.0,https://videos.nba.com/nba/official-replay/media/trigger16_chiatl_1_122122_approved_1280x720.mp4
