Date,Visiting,Home,Initial Call,Challenging Team,Result,Placeholder,Outcome,Period,Time,Link
01/27/2021,BKN,ATL,Defensive Foul,ATL,Challenge,,Lost,4,10:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bknatl_1_012721
01/27/2021,MIL,TOR,Offensive Foul,MIL,Challenge,,Won,4,04:48.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miltor_1_012721
01/27/2021,DAL,UTA,Defensive Foul,DAL,Challenge,,Lost,3,09:27.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_daluta_1_012721
01/27/2021,MIN,GSW,Defensive Foul,MIN,Challenge,,Lost,4,01:01.0,
01/28/2021,GSW,PHX,Defensive Foul,GSW,Challenge,,Lost,3,07:53.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswphx_1_012821
01/28/2021,GSW,PHX,Defensive Foul,PHX,Challenge,,Lost,3,03:56.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswphx_2_012821
01/29/2021,IND,CHA,Defensive Foul,CHA,Challenge,,Won,3,07:33.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indcha_1_012921
01/29/2021,ATL,WAS,Loose Ball Foul,ATL,Challenge,,Lost,4,05:08.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_atlwas_1_012921
01/29/2021,CLE,NYK,Defensive Foul,CLE,Challenge,,Won,4,10:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_clenyk_1_012921
01/29/2021,CLE,NYK,Defensive Foul,NYK,Challenge,,Lost,4,03:08.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_clenyk_2_012921
01/29/2021,DAL,UTA,Offensive Foul,UTA,Challenge,,Lost,2,04:16.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_daluta_1_012921
01/30/2021,SAC,MIA,Defensive Foul,SAC,Challenge,,Lost,2,00:05.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacmia_1_013021
01/30/2021,POR,CHI,Offensive Foul,POR,Challenge,,Lost,4,03:56.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_porchi_1_013021
01/30/2021,MIL,CHA,Offensive Foul,MIL,Challenge,,Won,4,06:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_milcha_1_013021
01/30/2021,DET,GSW,Defensive Foul,GSW,Challenge,,Lost,3,06:07.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detgsw_1_013021
01/31/2021,LAC,NYK,Defensive Foul,LAC,Challenge,,Won,4,04:44.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacnyk_1_013121
01/31/2021,UTA,DEN,Defensive Foul,DEN,Challenge,,Lost,2,09:52.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utaden_1_013121
01/31/2021,PHI,IND,Defensive Foul,IND,Challenge,,Won,3,00:54.6,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phiind_1_013121
01/31/2021,BKN,WAS,Defensive Foul,BKN,Challenge,,Lost,4,08:23.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bknwas_1_013121
02/01/2021,LAL,ATL,Away Team Ball,ATL,Challenge,,Lost,4,04:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_lalatl_1_020121
02/01/2021,HOU,OKC,Personal Foul,OKC,Challenge,,Lost,4,08:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houokc_1_020121
02/01/2021,MIN,CLE,Away Team Ball,CLE,Challenge,,Lost,4,11:08.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_mincle_1_020121
02/01/2021,SAC,NOP,Personal Foul,NOP,Challenge,,Lost,4,09:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacnop_1_020121
02/01/2021,SAC,NOP,Offensive Foul,SAC,Challenge,,Lost,4,05:57.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacnop_2_020121
02/01/2021,PHX,DAL,Away Team Ball,DAL,Challenge,,Lost,4,03:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_phxdal_1_020121
02/02/2021,TOR,ORL,Personal Foul,TOR,Challenge,,Lost,4,08:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_tororl_1_020221
02/02/2021,LAC,BKN,Shooting Foul,LAC,Challenge,,Lost,4,02:36.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacbkn_1_020221
02/02/2021,DET,UTA,Home Team Ball,DET,Challenge,,Won,4,07:40.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_detuta_1_020221
02/03/2021,DAL,ATL,Personal Foul,ATL,Challenge,,Won,3,02:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_dalatl_1_020321
02/03/2021,MIN,SAS,Personal Foul,MIN,Challenge,,Won,3,11:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_minsas_1_020321
02/03/2021,LAC,CLE,Personal Foul,CLE,Challenge,,Lost,4,06:12.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_laccle_1_020321
02/04/2021,GSW,DAL,Shooting Foul,GSW,Challenge,,Lost,3,00:00.6,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswdal_1_020421
02/04/2021,HOU,MEM,Personal Foul,HOU,Challenge,,Won,2,05:37.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houmem_1_020421
02/04/2021,HOU,MEM,Personal Foul,MEM,Challenge,,Lost,3,07:08.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houmem_2_020421
02/05/2021,UTA,CHA,Defensive Foul,UTA,Challenge,,Lost,1,01:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utacha_1_020521
02/05/2021,WAS,MIA,Defensive Foul,MIA,Challenge,,Won,2,09:11.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_wasmia_1_020521
02/05/2021,CHI,ORL,Defensive Foul,CHI,Challenge,,Lost,4,08:33.0,
02/05/2021,DET,PHX,Offensive Foul,PHX,Challenge,,Lost,4,03:47.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detphx_2_020521
02/05/2021,MIL,CLE,Defensive Foul,CLE,Challenge,,Won,2,11:44.0,
02/05/2021,TOR,BKN,Defensive Foul,BKN,Challenge,,Won,3,09:06.0,
02/05/2021,TOR,BKN,Defensive Foul,TOR,Challenge,,Won,4,02:26.0,
02/05/2021,DET,PHX,Defensive Foul,DET,Challenge,,Won,3,02:10.0,
02/05/2021,BOS,LAC,Defensive Foul,LAC,Challenge,,Lost,4,02:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_boslac_1_020521
02/06/2021,DEN,SAC,Shooting Foul,SAC,Challenge,,Lost,3,04:55.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_densac_1_020621
02/06/2021,CHI,ORL,Personal Foul,ORL,Challenge,,Won,1,04:36.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chiorl_1_020621
02/06/2021,GSW,DAL,Away Team Ball,DAL,Challenge,,Won,2,02:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_gswdal_1_020621
02/06/2021,MIN,OKC,Away Team Ball,OKC,Challenge,,Won,3,00:50.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_minokc_1_020621
02/06/2021,SAS,HOU,Offensive Foul,HOU,Challenge,,Lost,4,10:09.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sashou_1_020621
02/06/2021,TOR,ATL,Offensive Foul,ATL,Challenge,,Lost,4,09:33.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_toratl_1_020621
02/06/2021,BKN,PHI,Offensive Foul,PHI,Challenge,,Lost,4,04:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bknphi_1_020621
02/06/2021,MEM,NOP,Loose Ball Foul,NOP,Challenge,,Lost,3,07:24.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memnop_1_020621
02/06/2021,GSW,DAL,Loose Ball Foul,GSW,Challenge,,Won,4,00:33.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswdal_1_020621
02/06/2021,DET,LAL,Personal Foul,LAL,Challenge,,Won,2,01:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detlal_1_020621
02/06/2021,DET,LAL,Shooting Foul,DET,Challenge,,Won,5,01:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detlal_2_020621
02/07/2021,BOS,PHX,Personal Foul,PHX,Challenge,,Lost,4,01:37.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bosphx_1_020721
02/08/2021,WAS,CHI,Offensive Foul,WAS,Challenge,,Won,2,10:19.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_waschi_1_020821
02/08/2021,HOU,CHA,Personal Foul,CHA,Challenge,,Won,4,02:13.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houcha_3_020821
02/08/2021,TOR,MEM,Personal Foul,MEM,Challenge,,Won,4,05:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_tormem_1_020821
02/08/2021,GSW,SAS,Offensive Foul,GSW,Challenge,,Won,4,02:09.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswsas_1_020821
02/08/2021,MIN,DAL,Offensive Foul,MIN,Challenge,,Won,4,04:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_mindal_1_020821
02/08/2021,OKC,LAL,Personal Foul,LAL,Challenge,,Won,4,00:08.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okclal_1_020821
02/08/2021,OKC,LAL,Offensive Foul,OKC,Challenge,,Lost,5,00:34.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okclal_2_020821
02/09/2021,NYK,MIA,Personal Foul,NYK,Challenge,,Won,3,00:13.6,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nykmia_1_020921
02/09/2021,HOU,NOP,Offensive Foul,HOU,Challenge,,Won,4,08:31.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_hounop_1_020921
02/09/2021,HOU,NOP,Away Team Ball,NOP,Challenge,,Lost,4,04:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_hounop_1_020921
02/09/2021,GSW,SAS,Shooting Foul,SAS,Challenge,,Lost,4,09:59.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswsas_1_020921
02/09/2021,BOS,UTA,Shooting Foul,UTA,Challenge,,Lost,3,10:18.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bosuta_1_020921
02/09/2021,PHI,SAC,Personal Foul,SAC,Challenge,,Lost,4,04:38.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phisac_1_020921
02/10/2021,TOR,WAS,Personal Foul,TOR,Challenge,,Won,4,04:54.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torwas_1_021021
02/10/2021,NOP,CHI,Personal Foul,CHI,Challenge,,Lost,4,06:05.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nopchi_1_021021
02/11/2021,TOR,BOS,Personal Foul,TOR,Challenge,,Lost,4,08:34.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torbos_1_021121
02/11/2021,IND,DET,Personal Foul,DET,Challenge,,Lost,4,08:43.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_inddet_1_021121
02/11/2021,IND,DET,Personal Foul,IND,Challenge,,Lost,4,06:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_inddet_2_021121
02/11/2021,MIA,HOU,Offensive Foul,MIA,Challenge,,Lost,4,01:05.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miahou_1_021121
02/12/2021,MIN,CHA,Personal Foul,CHA,Challenge,,Won,2,05:50.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_mincha_1_021221
02/12/2021,NYK,WAS,Home Team Ball,NYK,Challenge,,Won,3,01:40.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_nykwas_1_021221
02/12/2021,DET,BOS,Personal Foul,DET,Challenge,,Lost,3,10:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detbos_1_021221
02/12/2021,OKC,DEN,Offensive Foul,OKC,Challenge,,Lost,1,03:59.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcden_1_021221
02/12/2021,DET,BOS,Personal Foul,BOS,Challenge,,Lost,4,00:16.7,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detbos_2_021221
02/12/2021,OKC,DEN,Loose Ball Foul,DEN,Challenge,,Won,4,11:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcden_2_021221
02/12/2021,ORL,SAC,Personal Foul,ORL,Challenge,,Lost,3,09:05.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_orlsac_1_021221
02/12/2021,MEM,LAL,Personal Foul,LAL,Challenge,,Won,4,05:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memlal_1_021221
02/13/2021,PHI,PHX,Personal Foul,PHI,Challenge,,Lost,4,07:56.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phiphx_1_021321
02/13/2021,IND,ATL,Personal Foul,ATL,Challenge,,Lost,3,05:55.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indatl_1_021321
02/13/2021,HOU,NYK,Offensive Foul,NYK,Challenge,,Won,4,03:49.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_hounyk_1_021321
02/14/2021,BOS,WAS,Personal Foul,BOS,Challenge,,Lost,4,11:24.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_boswas_1_021421
02/14/2021,SAS,CHA,Goaltending,SAS,Challenge,,Lost,3,00:33.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger18_sascha_1_021421
02/14/2021,MIN,TOR,Personal Foul,MIN,Challenge,,Lost,4,06:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_mintor_1_021421
02/14/2021,NOP,DET,Personal Foul,DET,Challenge,,Lost,4,01:29.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nopdet_1_021421
02/14/2021,MIL,OKC,Offensive Foul,MIL,Challenge,,Lost,3,06:45.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_milokc_1_021421
02/14/2021,POR,DAL,Personal Foul,POR,Challenge,,Lost,4,01:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_pordal_1_021421
02/14/2021,MEM,SAC,Personal Foul,MEM,Challenge,,Won,4,09:39.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memsac_1_021421
02/15/2021,CHI,IND,Personal Foul,IND,Challenge,,Won,4,06:50.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chiind_1_021521
02/15/2021,HOU,WAS,Personal Foul,HOU,Challenge,,Won,4,07:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houwas_1_021521
02/15/2021,ATL,NYK,Defensive Foul,ATL,Challenge,,Lost,4,09:16.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_atlnyk_1_021521
02/15/2021,CLE,GSW,Personal Foul,GSW,Challenge,,Won,3,11:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_clegsw_1_021521
02/15/2021,MIA,LAC,Away Team Ball,LAC,Challenge,,Won,4,09:43.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_mialac_1_021521
02/16/2021,POR,OKC,Defensive Foul,OKC,Challenge,,Lost,3,06:46.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_porokc_1_021621
02/16/2021,TOR,MIL,Defensive Foul,TOR,Challenge,,Won,4,02:54.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_tormil_1_021621
02/16/2021,BKN,PHX,Defensive Foul,BKN,Challenge,,Won,4,01:18.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bknphx_2_021621
02/17/2021,NYK,ORL,Defensive Foul,ORL,Challenge,,Won,2,03:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nykorl_1_021721
02/17/2021,IND,MIN,Defensive Foul,IND,Challenge,,Lost,2,03:52.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indmin_1_021721
02/17/2021,NYK,ORL,Home Team Ball,NYK,Challenge,,Won,4,04:31.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_nykorl_1_021721
02/17/2021,DEN,WAS,Defensive Foul,DEN,Challenge,,Won,3,07:04.0,
02/17/2021,HOU,PHI,Defensive Foul,PHI,Challenge,,Won,4,07:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houphi_1_021721
02/17/2021,DET,CHI,Home Team Ball,DET,Challenge,,Lost,4,09:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_detchi_1_021721
02/17/2021,OKC,MEM,Defensive Foul,OKC,Challenge,,Won,2,05:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcmem_1_021721
02/17/2021,HOU,PHI,Defensive Foul,HOU,Challenge,,Won,4,00:22.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houphi_2_021721
02/17/2021,OKC,MEM,Defensive Foul,MEM,Challenge,,Lost,3,05:54.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcmem_2_021721
02/17/2021,POR,NOP,Defensive Foul,POR,Challenge,,Lost,3,04:31.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_pornop_2_021721
02/17/2021,MIA,GSW,Defensive Foul,GSW,Challenge,,Won,4,04:59.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miagsw_1_021721
02/17/2021,MIA,GSW,Defensive Foul,MIA,Challenge,,Won,5,04:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miagsw_2_021721
02/18/2021,TOR,MIL,Away Team Ball,MIL,Challenge,,Won,4,04:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_tormil_1_021821
02/18/2021,TOR,MIL,Defensive Foul,TOR,Challenge,,Won,4,02:35.0,
02/18/2021,MIA,SAC,Offensive Foul,MIA,Challenge,,Lost,4,08:45.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miasac_1_021821
02/19/2021,GSW,ORL,Defensive Foul,ORL,Challenge,,Won,2,01:35.0,
02/19/2021,PHX,NOP,Defensive Foul,NOP,Challenge,,Won,1,03:17.0,
02/19/2021,UTA,LAC,Defensive Foul,UTA,Challenge,,Won,3,08:16.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utalac_1_021921
02/19/2021,UTA,LAC,Defensive Foul,LAC,Challenge,,Lost,4,06:43.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utalac_2_021921
02/20/2021,SAC,CHI,Offensive Foul,CHI,Challenge,,Lost,4,05:35.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacchi_1_022021
02/20/2021,WAS,POR,Away Team Ball,POR,Challenge,,Won,4,03:38.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_waspor_1_022021
02/21/2021,BOS,NOP,Goaltending,BOS,Challenge,,Won,2,06:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger18_bosnop_1_022121
02/21/2021,BOS,NOP,Defensive Foul,NOP,Challenge,,Won,5,02:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bosnop_1_022121
02/21/2021,MIN,NYK,Defensive Foul,NYK,Challenge,,Won,1,06:11.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_minnyk_1_022121
02/21/2021,DET,ORL,Offensive Foul,ORL,Challenge,,Won,1,04:37.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detorl_1_022121
02/21/2021,DET,ORL,Home Team Ball,DET,Challenge,,Lost,2,03:49.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_detorl_1_022121
02/21/2021,OKC,CLE,Defensive Foul,CLE,Challenge,,Lost,2,00:36.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okccle_1_022121
02/21/2021,SAC,MIL,Offensive Foul,MIL,Challenge,,Won,2,06:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacmil_1_022121
02/21/2021,BKN,LAC,Offensive Foul,LAC,Challenge,,Lost,4,02:50.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bknlac_1_022121
02/21/2021,SAC,MIL,Defensive Foul,SAC,Challenge,,Lost,4,10:13.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacmil_2_022121
02/22/2021,MIA,OKC,Defensive Foul,OKC,Challenge,,Lost,4,10:19.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miaokc_1_022221
02/22/2021,CHA,UTA,Defensive Foul,UTA,Challenge,,Won,4,08:17.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chauta_1_022221
02/22/2021,WAS,LAL,Defensive Foul,LAL,Challenge,,Lost,5,00:14.7,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_waslal_1_022221
02/23/2021,ATL,CLE,Away Team Ball,CLE,Challenge,,Won,2,08:38.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_atlcle_1_022321
02/23/2021,ATL,CLE,Defensive Foul,ATL,Challenge,,Lost,4,01:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_atlcle_1_022321
02/23/2021,GSW,NYK,Home Team Ball,GSW,Challenge,,Won,4,05:11.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_gswnyk_1_022321
02/23/2021,GSW,NYK,Defensive Foul,NYK,Challenge,,Lost,4,01:00.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswnyk_1_022321
02/23/2021,WAS,LAC,Away Team Ball,LAC,Challenge,,Won,2,03:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_waslac_1_022321
02/23/2021,POR,DEN,Defensive Foul,DEN,Challenge,,Won,2,01:17.0,
02/24/2021,HOU,CLE,Defensive Foul,HOU,Challenge,,Won,2,04:10.0,
02/24/2021,TOR,MIA,Defensive Foul,TOR,Challenge,,Lost,2,05:45.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_tormia_1_022421
02/24/2021,TOR,MIA,Defensive Foul,MIA,Challenge,,Won,2,01:19.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_tormia_2_022421
02/24/2021,GSW,IND,Offensive Foul,GSW,Challenge,,Lost,4,00:20.7,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswind_1_022421
02/24/2021,CHA,PHX,Offensive Foul,PHX,Challenge,,Won,3,08:55.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chaphx_1_022421
02/24/2021,CHA,PHX,Defensive Foul,CHA,Challenge,,Lost,4,00:33.1,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chaphx_2_022421
02/25/2021,DAL,PHI,Defensive Foul,PHI,Challenge,,Won,2,03:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_dalphi_1_022521
02/25/2021,SAC,NYK,Defensive Foul,SAC,Challenge,,Lost,3,09:07.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacnyk_1_022521
02/25/2021,SAC,NYK,Offensive Foul,NYK,Challenge,,Won,4,08:51.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacnyk_2_022521
02/26/2021,IND,BOS,Offensive Foul,IND,Challenge,,Won,1,01:12.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indbos_1_022621
02/26/2021,HOU,TOR,Defensive Foul,TOR,Challenge,,Won,2,03:45.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houtor_1_022621
02/26/2021,IND,BOS,Defensive Foul,BOS,Challenge,,Won,4,09:35.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indbos_2_022621
02/26/2021,LAC,MEM,Defensive Foul,LAC,Challenge,,Won,4,07:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacmem_1_022621
02/26/2021,SAC,DET,Defensive Foul,SAC,Challenge,,Lost,4,05:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacdet_1_022621
02/26/2021,SAC,DET,Defensive Foul,DET,Challenge,,Won,4,00:12.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacdet_2_022621
02/27/2021,DEN,OKC,Defensive Foul,DEN,Challenge,,Lost,4,07:35.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denokc_1_022721
02/27/2021,UTA,ORL,Defensive Foul,ORL,Challenge,,Lost,4,06:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utaorl_1_022721
02/27/2021,NOP,SAS,Defensive Foul,NOP,Challenge,,Lost,4,02:41.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nopsas_1_022721
02/28/2021,GSW,LAL,Defensive Foul,LAL,Challenge,,Lost,2,03:02.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswlal_1_022821
02/28/2021,NYK,DET,Defensive Foul,NYK,Challenge,,Lost,3,00:37.7,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nykdet_1_022821
02/28/2021,MEM,HOU,Defensive Foul,MEM,Challenge,,Won,3,03:09.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memhou_1_022821
02/28/2021,MEM,HOU,Defensive Foul,HOU,Challenge,,Won,3,01:12.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memhou_2_022821
02/28/2021,ATL,MIA,Defensive Foul,ATL,Challenge,,Lost,4,08:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_atlmia_1_022821
02/28/2021,PHX,MIN,Home Team Ball,PHX,Challenge,,Lost,3,01:05.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_phxmin_1_022821
02/28/2021,CHA,SAC,Defensive Foul,SAC,Challenge,,Won,3,00:26.3,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chasac_1_022821
03/01/2021,UTA,NOP,Defensive Foul,UTA,Challenge,,Lost,2,01:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utanop_1_030121
