Date,Visiting,Home,Initial Call,Challenging Team,Result,Placeholder,Outcome,Period,Time,Link
01/05/2021,LAL,MEM,Shooting Foul,MEM,Challenge,,Won,3,00:24.8,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalmem_1_010521
01/05/2021,MIN,DEN,Personal Foul,DEN,Challenge,,Won,3,00:03.8,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_minden_1_010521
01/05/2021,SAS,LAC,Personal Foul,LAC,Challenge,,Won,2,02:00.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_saslac_1_010521
01/05/2021,CHI,POR,Personal Foul,POR,Challenge,,Lost,4,03:34.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chipor_1_010521
01/06/2021,HOU,IND,Personal Foul,HOU,Challenge,,Lost,4,01:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houind_1_010621
01/06/2021,CHA,ATL,Home Team Possession,CHA,Challenge,,Lost,4,07:27.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_chaatl_1_010621
01/06/2021,CHA,ATL,Personal Foul,ATL,Challenge,,Lost,4,03:24.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chaatl_1_010621
01/06/2021,UTA,NYK,Personal Foul,UTA,Challenge,,Won,4,00:56.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utanyk_1_010621
01/06/2021,LAC,GSW,Personal Foul,GSW,Challenge,,Lost,2,02:56.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacgsw_1_010621
01/06/2021,CHI,SAC,Personal Foul,SAC,Challenge,,Lost,4,10:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chisac_1_010621
01/07/2021,CLE,MEM,Personal Foul,CLE,Challenge,,Won,4,00:33.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_clemem_1_010721
01/07/2021,DAL,DEN,Personal Foul,DEN,Challenge,,Won,1,00:05.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_dalden_1_010721
01/07/2021,SAS,LAL,Away Team Possession,LAL,Challenge,,Lost,4,02:35.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_saslal_1_010721
01/08/2021,PHX,DET,Home Team Possession,PHX,Challenge,,Lost,3,00:47.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_phxdet_1_010821
01/08/2021,OKC,NYK,Personal Foul,OKC,Challenge,,Won,4,11:43.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcnyk_1_010821
01/08/2021,TOR,SAC,Personal Foul,TOR,Challenge,,Won,2,09:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torsac_1_010821
01/08/2021,LAC,GSW,Personal Foul,GSW,Challenge,,Won,3,02:30.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacgsw_1_010821
01/08/2021,LAC,GSW,Shooting Foul,LAC,Challenge,,Won,3,01:30.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lacgsw_2_010821
01/09/2021,PHX,IND,Defensive Foul,IND,Challenge,,Won,2,05:45.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phxind_1_010921
01/09/2021,PHX,IND,Defensive Foul,PHX,Challenge,,Won,4,00:56.6,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phxind_2_010921
01/09/2021,MIA,WAS,Defensive Foul,WAS,Challenge,,Lost,4,05:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miawas_1_010921
01/09/2021,ORL,DAL,Defensive Foul,ORL,Challenge,,Won,4,10:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_orldal_1_010921
01/09/2021,POR,SAC,Defensive Foul,POR,Challenge,,Won,3,04:30.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_porsac_1_010921
01/09/2021,POR,SAC,Defensive Foul,SAC,Challenge,,Won,3,04:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_porsac_2_010921
01/10/2021,CHI,LAC,Defensive Foul,LAC,Challenge,,Won,4,01:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chilac_1_011021
01/10/2021,DEN,NYK,Defensive Foul,NYK,Challenge,,Won,4,11:44.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_dennyk_1_011021
01/10/2021,OKC,BKN,Defensive Foul,OKC,Challenge,,Won,4,04:06.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcbkn_1_011021
01/10/2021,LAL,HOU,Defensive Foul,HOU,Challenge,,Won,4,04:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalhou_1_011021
01/10/2021,TOR,GSW,Defensive Foul,TOR,Challenge,,Lost,4,00:04.3,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torgsw_1_011021
01/11/2021,MIL,ORL,Offensive Foul,ORL,Challenge,,Won,3,08:02.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_milorl_1_011121
01/11/2021,PHX,WAS,Home Team Ball,PHX,Challenge,,Lost,4,04:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_phxwas_1_011121
01/11/2021,MEM,CLE,Defensive Foul,MEM,Challenge,,Lost,4,02:05.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memcle_1_011121
01/11/2021,IND,SAC,Defensive Foul,IND,Challenge,,Won,4,10:50.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indsac_1_011121
01/11/2021,TOR,POR,Defensive Foul,TOR,Challenge,,Lost,4,07:11.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torpor_1_011121
01/12/2021,MIA,PHI,Offensive Foul,PHI,Challenge,,Lost,2,08:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miaphi_1_011221
01/12/2021,MIA,PHI,Defensive Foul,MIA,Challenge,,Lost,4,00:07.1,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miaphi_2_011221
01/12/2021,LAL,HOU,Defensive Foul,HOU,Challenge,,Lost,3,11:41.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalhou_1_011221
01/12/2021,DEN,BKN,Offensive Foul,DEN,Challenge,,Lost,4,02:00.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denbkn_1_011221
01/12/2021,IND,GSW,Defensive Foul,IND,Challenge,,Won,4,02:24.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indgsw_1_011221
01/12/2021,IND,GSW,Defensive Foul,GSW,Challenge,,Won,4,00:22.5,
01/13/2021,MEM,MIN,Defensive Foul,MEM,Challenge,,Won,4,00:52.4,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_memmin_1_011321
01/13/2021,POR,SAC,Offensive Foul,SAC,Challenge,,Won,3,11:34.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_porsac_1_011321
01/13/2021,NOP,LAC,Loose Ball Foul,NOP,Challenge,,Won,4,03:40.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_noplac_1_011321
01/14/2021,GSW,DEN,Defensive Foul,DEN,Challenge,,Lost,2,04:19.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswden_1_011421
01/14/2021,IND,POR,Defensive Foul,IND,Challenge,,Won,4,10:44.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_indpor_1_011421
01/14/2021,IND,POR,Away Team Ball,POR,Challenge,,Lost,4,06:24.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_indpor_1_011421
01/15/2021,ORL,BOS,Defensive Foul,BOS,Challenge,,Won,2,00:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_orlbos_1_011521
01/15/2021,NOP,LAL,Defensive Foul,NOP,Challenge,,Won,4,03:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_noplal_1_011521
01/16/2021,HOU,SAS,Defensive Foul,HOU,Challenge,,Lost,4,08:11.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_housas_1_011621
01/16/2021,HOU,SAS,Defensive Foul,SAS,Challenge,,Lost,4,07:54.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_housas_2_011621
01/16/2021,ORL,BKN,Loose Ball Foul,ORL,Challenge,,Won,4,00:08.6,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_orlbkn_1_011621
01/16/2021,CHA,TOR,Defensive Foul,TOR,Challenge,,Lost,4,05:35.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chator_1_011621
01/16/2021,DET,MIA,Defensive Foul,DET,Challenge,,Won,4,03:42.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detmia_1_011621
01/17/2021,NYK,BOS,Defensive Foul,NYK,Challenge,,Lost,4,08:58.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nykbos_1_011721
01/17/2021,CHI,DAL,Offensive Foul,CHI,Challenge,,Lost,3,02:29.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chidal_1_011721
01/17/2021,NOP,SAC,Defensive Foul,SAC,Challenge,,Won,2,04:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nopsac_1_011721
01/17/2021,UTA,DEN,Defensive Foul,UTA,Challenge,,Won,4,03:43.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utaden_1_011721
01/17/2021,UTA,DEN,Defensive Foul,DEN,Challenge,,Lost,4,00:22.9,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_utaden_2_011721
01/18/2021,DAL,TOR,Offensive Foul,DAL,Challenge,,Won,1,08:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_daltor_1_011821
01/18/2021,MIL,BKN,Defensive Foul,MIL,Challenge,,Won,4,10:31.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_milbkn_1_011821
01/18/2021,GSW,LAL,Defensive Foul,GSW,Challenge,,Won,3,11:34.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswlal_1_011821
01/18/2021,GSW,LAL,Defensive Foul,LAL,Challenge,,Lost,3,04:32.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_gswlal_2_011821
01/20/2021,BKN,CLE,Offensive Foul,BKN,Challenge,,Won,4,00:01.5,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bkncle_1_012021
01/20/2021,BOS,PHI,Defensive Foul,BOS,Challenge,,Lost,4,03:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_bosphi_1_012021
01/20/2021,DET,ATL,Defensive Foul,ATL,Challenge,,Won,4,04:28.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_detatl_1_012021
01/20/2021,ORL,MIN,Loose Ball Foul,ORL,Challenge,,Won,4,02:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_orlmin_1_012021
01/20/2021,PHX,HOU,Defensive Foul,HOU,Challenge,,Lost,2,08:49.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phxhou_1_012021
01/20/2021,PHX,HOU,Defensive Foul,PHX,Challenge,,Won,2,05:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_phxhou_2_012021
01/21/2021,LAL,MIL,Defensive Foul,LAL,Challenge,,Won,4,10:18.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalmil_1_012121
01/21/2021,NOP,UTA,Defensive Foul,NOP,Challenge,,Lost,3,07:46.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_noputa_1_012121
01/22/2021,HOU,DET,Defensive Foul,HOU,Challenge,,Lost,4,05:14.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_houdet_1_012221
01/22/2021,OKC,LAC,Defensive Foul,LAC,Challenge,,Lost,3,09:09.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okclac_1_012221
01/22/2021,NYK,SAC,Defensive Foul,NYK,Challenge,,Won,3,02:41.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nyksac_1_012221
01/22/2021,DEN,PHX,Defensive Foul,DEN,Challenge,,Won,4,03:59.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denphx_1_012221
01/22/2021,DEN,PHX,Defensive Foul,PHX,Challenge,,Won,4,03:22.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denphx_2_012221
01/22/2021,NYK,SAC,Defensive Foul,SAC,Challenge,,Lost,4,00:55.2,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nyksac_2_012221
01/23/2021,MIA,BKN,Defensive Foul,BKN,Challenge,,Won,2,06:25.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_miabkn_1_012321
01/23/2021,DEN,PHX,Offensive Foul,DEN,Challenge,,Lost,2,05:30.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denphx_1_012321
01/23/2021,LAL,CHI,Defensive Foul,LAL,Challenge,,Won,2,03:46.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalchi_1_012321
01/23/2021,LAL,CHI,Defensive Foul,CHI,Challenge,,Lost,3,04:21.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalchi_2_012321
01/23/2021,DEN,PHX,Defensive Foul,PHX,Challenge,,Won,4,08:16.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_denphx_2_012321
01/23/2021,GSW,UTA,Home Team Ball,GSW,Challenge,,Won,4,09:37.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_gswuta_1_012321
01/24/2021,TOR,IND,Away Team Ball,IND,Challenge,,Won,2,07:38.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_torind_1_012421
01/24/2021,OKC,LAC,Defensive Foul,OKC,Challenge,,Lost,4,11:01.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okclac_1_012421
01/24/2021,CLE,BOS,Defensive Foul,BOS,Challenge,,Lost,3,11:20.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_clebos_1_012421
01/24/2021,ATL,MIL,Offensive Foul,MIL,Challenge,,Won,4,07:57.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_atlmil_1_012421
01/24/2021,NYK,POR,Defensive Foul,POR,Challenge,,Lost,4,01:33.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_nykpor_1_012421
01/25/2021,TOR,IND,Away Team Ball,IND,Challenge,,Won,3,10:32.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger17_torind_1_012521
01/25/2021,CHA,ORL,Defensive Foul,ORL,Challenge,,Lost,4,01:46.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_chaorl_1_012521
01/25/2021,TOR,IND,Defensive Foul,TOR,Challenge,,Lost,4,03:03.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_torind_1_012521
01/25/2021,LAL,CLE,Defensive Foul,CLE,Challenge,,Lost,3,07:02.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_lalcle_1_012521
01/25/2021,LAL,CLE,Goaltending,LAL,Challenge,,Won,4,09:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger18_lalcle_1_012521
01/25/2021,BOS,CHI,Offensive Foul,BOS,Challenge,,Lost,3,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_boschi_1_012521
01/25/2021,OKC,POR,Defensive Foul,OKC,Challenge,,Won,4,00:20.4,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_okcpor_1_012521
01/26/2021,WAS,HOU,Offensive Foul,HOU,Challenge,,Won,4,06:26.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_washou_1_012621
01/27/2021,SAC,ORL,Defensive Foul,ORL,Challenge,,Lost,1,03:15.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacorl_1_012721
01/27/2021,SAC,ORL,Defensive Foul,SAC,Challenge,,Lost,4,09:10.0,https://dmmx2.nba.com/videourlredirect?&project=/opsrep/trigger16_sacorl_2_012721
